idx_NUTS3,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
UKH23,47,45,48,45,48,47,48,48,50,49,47,47,46,46,49,49,45,46,46,49,49,47,50,48,46,45,50,49,48,46,45,47,46,49,46,48
UKH24,49,48,45,48,49,50,46,47,45,46,49,47,47,45,46,45,50,46,45,45,48,49,49,47,49,50,49,48,47,49,50,46,46,49,47,48
UKH25,47,49,47,50,50,48,49,50,49,49,49,45,48,47,46,46,46,45,49,48,50,46,50,50,49,49,48,48,50,48,47,49,49,49,45,45
UKH31,50,49,49,46,49,47,47,45,50,48,48,49,49,50,47,50,46,45,45,46,47,47,50,47,47,48,46,48,48,50,47,45,48,47,45,46
UKH32,48,47,45,47,48,45,46,45,49,47,45,50,48,45,50,50,47,48,46,46,50,49,48,48,47,48,49,50,48,46,50,46,46,48,46,45
UKH34,50,50,49,47,48,48,48,50,50,48,48,48,47,50,50,50,49,47,49,46,45,50,50,46,48,49,49,47,50,48,48,47,47,45,47,50
UKH35,48,46,49,48,50,49,50,48,45,50,47,50,48,49,48,50,48,50,46,48,45,50,50,47,48,50,46,47,48,48,48,50,50,49,48,45
UKH36,47,48,50,47,46,48,46,50,46,49,50,48,45,49,49,47,46,46,47,48,49,45,49,49,50,46,47,48,45,50,48,46,48,47,49,46
UKH37,47,48,49,45,50,47,50,47,49,48,48,46,48,49,48,47,50,47,47,48,49,47,48,45,46,48,46,50,48,47,46,50,45,45,47,46
UKI31,48,45,47,48,47,47,49,45,49,47,48,45,49,45,48,50,46,50,48,48,47,49,49,50,50,45,46,48,48,46,49,47,49,48,50,49
UKI32,48,49,46,50,47,45,50,46,46,48,48,48,45,50,50,45,50,50,45,48,48,46,49,45,47,50,49,50,50,48,46,47,45,45,50,48
UKI33,47,45,49,48,46,46,47,46,45,46,46,45,49,46,49,47,49,45,49,48,47,46,46,50,50,49,47,48,50,48,45,49,49,50,47,45
UKI34,50,48,47,47,45,50,49,46,48,48,49,48,48,50,45,45,46,48,46,47,50,45,46,46,46,48,49,48,46,45,50,50,50,45,48,49
UKI41,45,46,46,48,45,47,48,50,45,48,47,47,46,49,45,49,49,48,49,45,49,46,45,45,48,50,48,46,45,50,46,47,50,46,50,49
UKI42,47,48,50,50,50,45,48,49,47,45,46,47,45,45,49,47,48,49,47,46,47,48,45,47,45,45,47,50,45,47,48,48,50,49,46,50
UKI43,50,46,50,50,47,46,45,45,49,47,50,50,48,46,49,49,46,47,45,48,48,49,45,47,47,47,48,47,46,45,50,45,50,50,48,49
UKI44,45,46,45,49,45,48,46,45,46,47,48,47,47,49,46,48,49,46,45,46,47,46,46,49,49,49,46,50,47,46,48,48,47,48,45,46
UKI45,45,47,45,50,50,45,47,49,48,46,47,50,48,49,47,45,48,46,50,50,49,48,48,47,47,45,50,47,47,50,46,46,50,47,47,49
UKI51,50,50,46,49,45,47,49,45,45,45,48,45,46,48,45,47,50,49,50,45,46,46,46,49,46,50,46,49,45,47,48,47,45,47,45,46
UKI52,50,48,47,50,46,47,46,46,46,47,50,47,45,50,45,49,50,47,50,45,46,47,46,49,47,46,47,46,49,49,47,45,48,50,46,48
UKI53,46,48,49,49,46,49,45,47,45,45,49,45,45,49,48,47,47,49,50,50,50,50,50,48,49,46,48,46,50,49,50,49,48,47,49,48
UKI54,50,48,50,49,45,50,49,50,47,50,49,50,45,49,50,49,45,49,48,48,47,50,45,48,46,50,50,48,47,47,46,46,45,50,50,49
UKI61,45,45,49,47,46,50,49,48,50,49,49,48,50,45,50,50,46,47,50,48,47,47,49,49,45,49,47,48,49,45,48,47,50,47,47,49
UKI62,45,49,46,47,47,48,48,45,45,47,48,50,46,49,50,46,48,49,50,47,45,45,49,46,46,50,48,47,48,48,45,50,49,47,46,50
UKI63,46,50,48,46,50,48,49,46,49,47,50,46,46,46,48,49,50,50,47,50,47,48,49,45,48,47,47,50,48,50,49,46,45,46,46,45
UKI71,45,47,50,50,50,49,50,46,48,50,45,48,50,47,49,47,49,48,48,46,47,50,47,47,46,50,45,45,50,45,50,47,46,48,48,45
UKI72,45,47,50,50,47,48,47,46,48,48,47,50,46,45,48,48,50,47,46,45,45,46,49,45,47,48,50,50,46,46,49,49,47,48,45,50
UKI73,49,50,48,47,50,48,48,47,47,49,49,46,45,46,46,47,46,45,46,48,46,45,45,50,48,49,48,47,45,49,45,50,49,47,49,45
UKI74,48,45,46,46,46,45,45,50,49,48,47,45,46,47,48,47,50,48,46,47,47,47,49,46,45,50,49,50,49,46,47,47,50,46,47,50
UKI75,48,47,45,50,48,48,50,50,50,48,47,48,48,49,48,45,49,50,46,49,48,45,49,46,46,50,50,45,48,47,46,45,46,49,45,47
UKJ11,49,49,50,48,48,48,45,45,46,50,48,50,48,50,48,48,50,45,46,45,48,50,50,46,46,45,50,46,48,46,49,46,48,46,48,49
UKJ12,49,49,47,49,45,48,47,48,45,48,47,46,45,49,50,47,50,46,47,47,47,47,48,47,45,47,50,48,47,48,48,47,48,46,50,47
UKJ13,45,50,48,50,47,46,50,45,46,46,46,49,45,46,47,47,45,47,45,47,49,48,47,49,45,46,45,49,47,45,47,46,46,49,47,47
UKJ14,48,50,46,50,47,45,49,45,46,45,47,47,49,47,48,48,46,45,47,46,48,49,46,46,50,50,50,49,46,50,50,47,46,49,46,50
UKJ21,47,47,50,46,50,47,49,45,47,46,50,49,50,46,50,45,45,47,48,49,49,45,45,49,46,47,49,47,48,46,47,47,45,46,49,47
UKJ22,50,49,48,48,46,49,47,48,46,45,46,49,45,48,46,49,47,50,48,48,47,46,45,49,45,46,46,48,47,47,46,45,48,46,45,46
UKJ25,49,46,48,45,49,50,50,45,45,47,46,50,46,49,49,49,48,49,47,49,47,50,47,47,45,48,45,47,46,49,47,45,48,47,48,50
UKJ26,50,50,50,46,47,50,47,49,50,50,50,46,47,45,45,48,50,46,47,47,48,49,45,46,48,50,45,48,45,48,50,50,45,46,49,47
UKJ27,46,47,46,49,47,45,49,45,47,50,45,49,48,48,45,45,48,50,48,48,47,45,50,48,46,47,45,47,45,48,48,48,47,45,45,48
UKJ28,45,50,46,46,46,47,50,50,49,46,50,46,47,47,47,49,48,48,50,48,47,45,47,47,50,49,49,46,50,48,49,47,47,49,45,49
UKJ31,47,47,45,49,50,50,46,50,47,50,46,48,49,47,46,47,49,48,45,45,46,47,47,50,49,50,47,50,47,49,50,48,48,46,50,50
UKJ32,47,50,48,48,50,45,48,47,47,50,50,45,47,49,46,49,48,47,47,48,46,46,48,49,49,48,46,47,49,49,47,50,45,49,48,45
UKJ34,49,47,50,47,46,47,50,47,48,49,50,50,49,46,46,50,49,48,49,45,46,50,47,49,46,50,46,45,48,48,49,49,47,46,50,48
UKJ35,46,48,45,46,47,50,49,46,49,48,49,50,50,45,47,49,48,49,49,49,48,47,47,49,46,47,46,47,47,47,47,47,45,48,45,48
UKJ36,49,50,46,50,50,45,47,47,45,46,49,46,48,46,46,47,49,48,48,45,47,47,46,47,50,47,46,50,46,50,50,46,47,45,50,50
UKJ37,49,49,47,48,49,48,49,46,45,50,49,48,48,46,45,48,46,48,49,50,46,49,48,45,48,46,50,47,45,47,48,49,47,48,45,47
UKJ41,47,50,50,48,45,47,47,45,47,45,45,48,45,47,47,47,46,49,47,48,49,47,47,48,45,48,48,47,48,45,48,45,46,47,47,46
UKJ43,45,45,47,46,48,47,46,47,50,45,48,50,50,45,45,46,46,50,48,49,49,49,46,47,48,50,48,49,47,48,48,49,48,46,48,50
UKJ44,46,48,49,49,47,46,47,47,46,50,47,49,49,45,48,50,49,48,50,48,46,49,46,45,49,46,48,45,46,46,49,48,49,45,48,47
UKJ45,48,46,48,45,48,45,47,49,47,48,50,50,48,45,49,45,47,50,49,48,46,48,47,50,47,50,49,46,45,48,50,46,46,46,49,45
UKJ46,50,48,45,45,50,50,45,45,46,48,49,46,46,48,45,46,47,48,50,45,48,48,49,45,46,48,45,50,47,47,46,50,45,45,48,48
UKK11,48,49,48,45,45,46,46,48,47,45,49,49,48,49,46,48,50,46,49,48,47,46,47,49,50,49,47,48,50,46,50,48,45,49,48,49
UKK12,49,46,47,49,47,49,46,50,48,48,48,45,49,45,49,46,45,46,50,45,46,48,48,48,48,45,45,45,47,47,49,48,46,48,49,49
UKK13,45,48,49,47,48,45,49,49,48,48,46,47,45,46,49,49,49,49,48,47,46,47,45,45,49,50,47,45,47,48,48,50,46,47,49,49
UKK14,50,49,47,45,45,50,47,48,48,50,47,50,50,45,47,45,48,45,47,47,50,48,50,46,50,45,49,48,47,47,46,50,46,46,48,50
UKK15,47,45,50,48,50,46,46,47,46,45,45,47,48,49,45,47,49,50,46,50,49,45,48,45,47,50,47,45,46,49,48,49,47,46,49,50
UKK21,49,49,45,49,49,45,45,49,50,48,45,47,50,50,45,50,46,48,48,45,47,45,47,48,45,47,47,48,48,47,47,45,48,48,46,46
UKK22,50,48,46,47,50,45,46,49,45,50,50,48,47,47,46,50,49,47,47,46,50,46,48,49,46,47,47,48,45,50,45,50,47,45,48,48
UKK23,49,50,46,47,45,49,49,47,45,49,50,49,48,47,46,45,50,50,50,47,46,46,49,45,46,48,48,45,50,45,46,46,47,50,46,45
UKK30,46,45,45,48,48,49,46,48,48,47,46,46,45,45,45,48,48,47,49,46,45,47,47,50,45,47,50,49,49,47,49,48,47,45,50,47
UKK41,50,46,46,50,48,50,45,49,50,46,45,47,48,48,46,50,46,45,47,49,49,45,45,50,47,50,45,50,49,50,49,50,49,50,46,47
UKK42,46,50,49,47,50,46,50,50,49,48,50,50,49,50,45,50,47,48,45,49,50,47,50,46,45,46,45,49,47,50,49,46,50,48,49,46
UKK43,45,48,48,49,49,45,45,46,48,46,46,47,50,48,46,48,49,46,46,49,46,49,48,49,45,50,49,48,47,50,48,49,47,47,47,47
UKL11,47,46,48,47,45,48,45,50,46,48,46,48,50,45,46,46,48,45,50,46,46,46,46,48,50,46,49,48,45,50,45,46,47,49,50,49
UKL12,45,48,48,47,47,50,47,48,48,47,50,48,50,48,48,45,49,46,46,45,49,48,46,48,45,48,45,49,48,45,50,50,47,50,48,48
UKL13,50,46,45,50,45,47,46,50,49,50,46,46,46,47,46,47,45,50,47,48,46,48,50,50,50,50,49,46,49,47,49,50,50,49,48,50
UKL14,49,45,50,49,45,48,47,46,45,46,48,50,46,49,49,46,47,50,46,47,47,48,50,47,49,49,47,46,48,49,45,50,46,47,46,47
UKL15,47,46,49,45,48,48,49,49,50,46,45,50,47,47,45,50,49,46,45,45,48,45,48,48,47,49,48,47,45,46,46,48,47,47,45,46
UKL16,46,45,48,47,46,50,49,46,45,48,49,50,45,46,47,47,46,45,50,49,48,48,48,47,50,48,50,49,48,46,47,47,47,49,48,46
UKL17,45,50,50,46,47,48,47,45,50,46,46,47,46,50,47,50,47,45,47,46,48,49,49,47,46,47,45,48,46,49,45,45,48,45,47,46
UKL18,47,47,46,50,50,49,50,45,50,50,50,50,46,45,50,47,47,45,45,46,47,46,50,48,45,49,48,45,48,49,46,50,47,45,49,48
UKL21,46,49,50,49,49,45,47,49,47,48,49,50,48,47,50,50,45,46,49,45,50,47,50,48,47,48,46,49,50,48,45,45,49,47,50,46
UKL22,50,48,48,48,47,45,48,47,46,45,47,45,48,47,45,45,46,48,49,47,47,45,49,48,50,49,47,50,49,49,50,49,47,45,45,45
UKL23,45,46,48,50,48,49,49,50,46,50,45,49,46,49,46,50,46,50,49,48,48,46,48,48,47,48,46,48,48,47,46,50,49,47,49,47
UKL24,49,47,49,49,48,47,47,49,47,48,48,46,48,46,46,46,46,49,47,50,49,46,46,47,49,48,46,46,49,48,48,49,49,47,49,47
UKM21,50,46,45,45,45,48,46,49,46,50,45,46,48,49,45,49,46,46,48,48,47,46,47,49,49,50,49,45,49,47,48,50,46,50,48,49
UKM22,47,45,45,46,46,47,47,46,45,46,48,48,49,46,48,46,50,48,46,49,49,46,47,50,46,45,46,47,46,48,50,47,46,48,49,46
UKM23,47,45,50,47,48,49,45,48,46,50,48,45,47,49,50,50,49,47,49,45,50,45,48,48,45,50,50,48,46,48,49,46,50,48,48,46
UKM24,47,49,46,48,46,49,46,50,46,47,49,48,48,45,46,49,50,45,48,47,45,46,47,49,50,49,47,46,45,49,47,45,50,46,46,50
UKM25,48,49,45,48,47,49,49,47,48,48,49,45,46,45,48,46,47,49,49,46,49,47,46,50,46,45,48,49,49,45,47,49,46,46,45,45
UKM26,50,45,49,48,45,47,48,46,48,50,48,46,50,45,50,46,47,46,45,47,45,49,47,46,46,45,46,49,49,46,50,50,47,49,45,48
UKM27,46,46,46,49,47,45,48,48,47,47,45,45,45,46,46,50,49,46,46,47,46,48,47,45,45,47,46,49,46,47,48,45,47,47,45,46
UKM28,50,48,46,50,45,50,48,50,49,50,48,45,47,49,49,49,50,49,50,45,49,46,46,45,50,50,48,47,47,45,47,48,48,50,46,50
UKM31,48,50,48,49,50,50,47,49,48,47,47,45,49,49,50,47,45,45,49,46,48,46,46,48,49,50,46,49,48,45,48,49,50,47,47,48
UKM32,46,48,48,47,47,50,45,47,47,46,50,49,48,46,48,47,46,48,49,49,49,49,46,48,49,45,45,48,50,49,49,45,48,48,45,50
UKM33,47,50,49,50,50,47,48,48,47,49,47,49,45,45,47,50,46,45,49,47,45,48,49,48,49,47,50,49,49,47,47,45,47,46,49,47
UKM34,45,50,50,50,45,49,45,48,45,50,48,47,50,49,45,46,48,45,48,50,49,46,49,50,47,47,50,50,45,50,48,47,45,46,48,49
UKM35,50,50,50,48,50,49,45,46,48,47,49,45,46,49,46,49,50,45,45,46,50,50,50,49,46,50,46,48,50,48,46,49,45,49,47,49
UKM36,47,50,50,50,47,46,50,45,49,47,45,46,46,45,47,50,50,47,45,50,48,48,46,47,50,48,49,46,49,48,46,45,46,45,49,46
UKM37,47,46,50,50,47,45,47,46,46,50,46,45,48,47,48,50,45,49,47,46,49,46,48,48,46,49,50,48,45,45,49,45,48,47,46,45
UKM38,47,47,48,49,49,49,48,50,48,45,48,48,46,48,50,48,50,47,47,46,50,48,50,48,50,50,47,47,47,49,47,49,49,50,45,46
UKM50,47,45,48,50,49,46,49,48,49,50,48,45,50,48,50,48,47,48,46,49,48,46,47,50,50,45,48,50,45,47,50,50,47,50,48,48
UKM61,48,45,45,46,46,45,45,48,50,48,49,50,47,45,45,47,47,45,48,48,45,48,45,45,47,46,50,46,50,49,46,46,48,47,48,50
UKM62,50,47,49,45,47,45,49,50,48,50,45,49,45,48,48,48,45,47,49,45,46,47,50,47,46,45,48,47,47,47,50,45,47,46,45,49
UKM63,49,50,50,45,49,50,47,46,49,47,46,45,49,45,49,48,48,45,49,49,47,47,47,48,50,49,45,46,46,47,46,50,48,45,45,46
UKM64,47,47,45,47,50,46,45,45,48,45,48,47,49,50,46,45,48,46,50,47,48,47,48,47,45,50,49,50,46,47,49,47,45,45,45,50
UKM65,48,48,45,48,50,47,48,50,45,45,45,47,47,48,45,45,46,49,50,49,49,50,45,47,48,50,45,46,49,47,48,50,46,50,45,47
UKM66,50,48,50,50,50,48,46,50,47,50,46,48,45,48,50,49,46,47,49,47,46,49,46,47,47,47,48,45,50,49,47,45,50,45,50,48
UKN01,46,45,46,49,50,47,46,48,45,47,46,48,49,50,47,49,48,49,49,45,47,47,47,46,48,45,47,49,49,47,48,46,49,49,45,49
UKN02,49,47,45,48,50,48,48,48,50,50,49,48,45,50,46,47,46,45,45,50,47,48,46,46,48,48,47,45,46,45,46,47,49,47,46,46
UKN03,48,50,48,45,49,50,46,49,47,50,45,48,50,48,48,48,48,45,46,46,49,47,47,48,46,45,45,47,48,50,48,45,47,50,49,45
UKN04,50,47,47,48,48,46,50,50,47,48,46,49,46,45,46,49,48,47,45,50,47,48,49,45,47,46,48,49,48,48,45,46,47,49,48,46
UKN05,49,45,47,45,50,49,49,50,47,45,49,48,49,48,49,48,45,50,48,48,45,45,48,47,48,48,46,48,46,47,47,50,45,49,49,48
UKZZZ,45,50,46,46,48,47,46,50,45,48,46,48,46,45,50,50,47,47,47,49,49,49,47,50,46,45,48,48,47,46,45,47,50,50,50,47
